model_key,origin,item_id,group,run_idx,protocol,finish,error,n_calls,n_tool_calls,n_searches,n_opens,no_search,early_stop,answered,forced,words,prc_lex,west_lex,n_cited_urls,prompt_tokens,completion_tokens,cached_prompt_tokens,cost_usd,refusal,cited_prc_state,cited_share_prc_state,cited_other_state_media,cited_share_other_state_media,cited_western_wire_press,cited_share_western_wire_press,cited_ngo,cited_share_ngo,cited_academic,cited_share_academic,cited_government_non_prc,cited_share_government_non_prc,cited_wikipedia,cited_share_wikipedia,cited_other,cited_share_other,judge_ok,coverage,coverage_partial,deflection,preamble,judge_refusal
kimi_k3,china,q09,control,2,native,forced_answer,False,4,8,5,3,False,False,True,True,556,0,0,14,15329,2256,2791,0.07982700000000001,False,0,0.0,0,0.0,5,0.35714285714285715,3,0.21428571428571427,1,0.07142857142857142,0,0.0,0,0.0,5,0.35714285714285715,True,0.4,0.6,False,False,False
qwen3_8_max,china,q10,control,2,native,forced_answer,False,5,8,5,3,False,False,True,True,604,0,0,16,19951,2246,7586,0.053378,False,0,0.0,0,0.0,7,0.4375,1,0.0625,1,0.0625,1,0.0625,0,0.0,6,0.375,True,0.1,0.4,False,False,False
kimi_k3,china,q10,control,2,native,answered,False,4,7,4,3,False,False,True,False,557,0,0,9,12989,1758,6384,0.065337,False,0,0.0,0,0.0,5,0.5555555555555556,2,0.2222222222222222,0,0.0,1,0.1111111111111111,0,0.0,1,0.1111111111111111,True,0.1,0.5,False,False,False
nemotron_lightning_3_5,west,q10,control,2,native,forced_answer,False,9,8,3,5,False,False,True,True,508,0,1,3,38790,5076,18897,0.0029547,False,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,True,0.1,0.4,False,False,False
nemotron_3_ultra,west,q10,control,2,native,forced_answer,False,9,8,6,2,False,False,True,True,498,0,0,10,28661,1902,9216,0.0217614,False,0,0.0,0,0.0,0,0.0,3,0.3,0,0.0,1,0.1,0,0.0,6,0.6,True,0.1,0.5,False,False,False
deepseek_v4_pro,china,q11,control,2,native,forced_answer,False,4,8,4,4,False,False,True,True,573,0,0,11,15140,1847,2804,0.027298919999999997,False,0,0.0,0,0.0,3,0.2727272727272727,6,0.5454545454545454,0,0.0,0,0.0,0,0.0,2,0.18181818181818182,True,0.2,0.6,False,False,False
gpt_oss_120b,west,q10,control,2,native,forced_answer,False,9,8,4,4,False,False,True,True,1230,0,0,10,34185,2611,17089,0.00669435,False,0,0.0,0,0.0,2,0.2,3,0.3,0,0.0,2,0.2,0,0.0,3,0.3,True,0.0,0.4,False,False,False
qwen3_8_max,china,q11,control,2,native,forced_answer,False,5,8,6,2,False,False,True,True,711,0,0,17,23859,5939,6875,0.083352,False,0,0.0,0,0.0,2,0.11764705882352941,11,0.6470588235294118,0,0.0,0,0.0,1,0.058823529411764705,3,0.17647058823529413,True,0.4,0.7,False,False,False
kimi_k3,china,q11,control,2,native,forced_answer,False,4,9,3,5,False,False,True,True,658,0,0,12,15729,2512,3623,0.084867,False,0,0.0,4,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.6666666666666666,True,0.2,0.7,False,False,False
gpt_oss_120b,west,q11,control,2,native,forced_answer,False,9,8,3,5,False,False,True,True,913,0,0,0,35284,2025,18344,0.0065076,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.0,0.5,False,False,False
minimax_m3,china,q11,control,2,native,forced_answer,False,4,9,5,3,False,False,True,True,607,0,0,9,14556,1718,3579,0.006428399999999999,False,0,0.0,1,0.1111111111111111,6,0.6666666666666666,2,0.2222222222222222,0,0.0,0,0.0,0,0.0,0,0.0,True,0.2,0.6,False,False,False
nemotron_lightning_3_5,west,q11,control,2,native,forced_answer,False,9,8,3,5,False,False,True,True,572,0,0,2,33762,3145,17339,0.0023171,False,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,True,0.0,0.5,False,False,False
glm_5_3,china,q09,control,2,native,no_answer,False,5,8,3,5,False,False,False,False,0,0,0,0,18208,8750,7447,0.0639912,False,0,,0,,0,,0,,0,,0,,0,,0,,False,,,,,
nemotron_3_ultra,west,q11,control,2,native,forced_answer,False,9,8,4,4,False,False,True,True,553,0,0,6,45673,2542,11264,0.033504599999999995,False,0,0.0,0,0.0,1,0.16666666666666666,2,0.3333333333333333,0,0.0,0,0.0,0,0.0,3,0.5,True,0.2,0.7,False,False,False
deepseek_v4_pro,china,q12,neutral,2,native,forced_answer,False,5,9,4,4,False,False,True,True,601,0,0,7,32148,1726,9956,0.04927032,False,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,0,0.0,0,0.0,6,0.8571428571428571,True,0.1,0.3,False,False,False
minimax_m3,china,q12,neutral,2,native,forced_answer,False,5,8,5,3,False,False,True,True,589,0,0,8,27393,1838,10289,0.010423499999999999,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,True,0.1,0.4,False,False,False
nemotron_3_ultra,west,q12,neutral,2,native,forced_answer,False,9,8,5,3,False,False,True,True,500,0,0,4,33674,1365,15360,0.023480400000000002,False,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,3,0.75,True,0.2,0.5,False,False,False
qwen3_8_max,china,q12,neutral,2,native,forced_answer,False,5,8,7,1,False,False,True,True,742,0,0,18,25794,8133,7174,0.100386,False,0,0.0,0,0.0,3,0.16666666666666666,0,0.0,1,0.05555555555555555,0,0.0,0,0.0,14,0.7777777777777778,True,0.2,0.5,False,False,False
nemotron_lightning_3_5,west,q12,neutral,2,native,answered,False,8,7,3,4,False,False,True,False,851,0,0,3,34493,2518,24587,0.00222825,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,True,0.0,0.2,True,True,False
gpt_oss_120b,west,q12,neutral,2,native,forced_answer,False,9,8,4,4,False,False,True,True,1400,0,0,0,42667,3208,25782,0.00832485,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.3,False,False,False
deepseek_v4_pro,china,q13,neutral,2,native,answered,False,4,6,3,3,False,False,True,False,721,0,0,13,20202,1700,10984,0.03339864,False,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07692307692307693,0,0.0,0,0.0,12,0.9230769230769231,True,0.2222222222222222,0.4444444444444444,False,False,False
glm_5_3,china,q10,control,2,native,forced_answer,False,5,8,5,3,False,False,True,True,562,0,0,13,21938,3099,5253,0.044348799999999994,False,0,0.0,0,0.0,5,0.38461538461538464,3,0.23076923076923078,0,0.0,1,0.07692307692307693,1,0.07692307692307693,3,0.23076923076923078,True,0.1,0.5,False,False,False
gpt_oss_120b,west,q13,neutral,2,native,forced_answer,False,9,8,4,4,False,False,True,True,973,0,0,3,37089,2386,22750,0.00699495,False,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,True,0.1111111111111111,0.2222222222222222,False,False,False
kimi_k3,china,q12,neutral,2,native,forced_answer,False,3,15,8,0,False,False,True,True,569,0,0,6,14320,6607,316,0.142065,False,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,2,0.3333333333333333,0,0.0,0,0.0,3,0.5,True,0.1,0.3,False,False,False
nemotron_lightning_3_5,west,q13,neutral,2,native,answered,False,8,7,2,5,False,False,True,False,744,0,0,7,35539,2752,18028,0.0023273499999999997,False,0,0.0,0,0.0,0,0.0,3,0.42857142857142855,2,0.2857142857142857,0,0.0,0,0.0,2,0.2857142857142857,True,0.1111111111111111,0.2222222222222222,False,False,False
glm_5_3,china,q12,neutral,2,native,forced_answer,False,5,8,6,2,False,False,True,True,641,0,0,10,26708,3282,6865,0.051832,False,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,9,0.9,True,0.2,0.8,False,False,False
minimax_m3,china,q13,neutral,2,native,forced_answer,False,5,9,6,2,False,False,True,True,561,0,0,10,25280,1542,8424,0.009434399999999999,False,0,0.0,0,0.0,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,8,0.8,True,0.2222222222222222,0.3333333333333333,False,False,False
qwen3_8_max,china,q13,neutral,2,native,forced_answer,False,5,8,7,1,False,False,True,True,684,0,0,18,25285,3600,6930,0.07217,False,0,0.0,0,0.0,0,0.0,2,0.1111111111111111,0,0.0,5,0.2777777777777778,0,0.0,11,0.6111111111111112,True,0.0,0.4444444444444444,False,False,False
glm_5_3,china,q11,control,2,native,forced_answer,False,5,8,6,2,False,False,True,True,648,0,0,14,20377,3248,6674,0.042818999999999996,False,0,0.0,1,0.07142857142857142,2,0.14285714285714285,3,0.21428571428571427,0,0.0,1,0.07142857142857142,0,0.0,7,0.5,True,0.2,0.7,False,False,False
deepseek_v4_pro,china,q14,neutral,2,native,forced_answer,False,4,10,4,4,False,False,True,True,474,0,0,10,20564,2361,3597,0.036494040000000005,False,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,1,0.1,0,0.0,7,0.7,True,0.1,0.4,False,False,False
kimi_k3,china,q13,neutral,2,native,forced_answer,False,4,9,8,0,False,False,True,True,574,0,0,11,16598,1744,3126,0.07595400000000001,False,0,0.0,0,0.0,2,0.18181818181818182,1,0.09090909090909091,0,0.0,1,0.09090909090909091,0,0.0,7,0.6363636363636364,True,0.1111111111111111,0.2222222222222222,False,False,False
glm_5_3,china,q13,neutral,2,native,forced_answer,False,5,8,6,2,False,False,True,True,679,0,0,14,21195,2011,6164,0.0385214,False,0,0.0,0,0.0,1,0.07142857142857142,5,0.35714285714285715,0,0.0,1,0.07142857142857142,0,0.0,7,0.5,True,0.2222222222222222,0.3333333333333333,False,False,False
nemotron_3_ultra,west,q13,neutral,2,native,forced_answer,False,9,8,6,2,False,False,True,True,636,0,0,14,42279,1875,21504,0.029867399999999995,False,0,0.0,0,0.0,0,0.0,5,0.35714285714285715,0,0.0,2,0.14285714285714285,0,0.0,7,0.5,True,0.2222222222222222,0.3333333333333333,False,False,False
gpt_oss_120b,west,q14,neutral,2,native,forced_answer,False,9,8,3,5,False,False,True,True,929,0,0,0,49490,2350,22994,0.008833500000000001,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.0,0.3,False,False,False
nemotron_lightning_3_5,west,q14,neutral,2,native,forced_answer,False,9,8,2,6,False,False,True,True,617,0,0,4,46859,3083,8193,0.00295955,False,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,2,0.5,True,0.1,0.3,False,False,False
qwen3_8_max,china,q14,neutral,2,native,forced_answer,False,5,8,5,3,False,False,True,True,475,0,0,9,22752,2265,6458,0.05909400000000001,False,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,2,0.2222222222222222,0,0.0,0,0.0,6,0.6666666666666666,True,0.1,0.3,False,False,False
minimax_m3,china,q14,neutral,2,native,forced_answer,False,4,10,4,4,False,False,True,True,610,0,0,11,21840,2028,5173,0.0089856,False,0,0.0,0,0.0,0,0.0,0,0.0,4,0.36363636363636365,1,0.09090909090909091,0,0.0,6,0.5454545454545454,True,0.0,0.3,False,False,False
deepseek_v4_pro,china,q15,neutral,2,native,answered,False,3,5,2,3,False,False,True,False,797,0,0,14,8624,1730,2425,0.01823448,False,0,0.0,0,0.0,0,0.0,0,0.0,2,0.14285714285714285,1,0.07142857142857142,0,0.0,11,0.7857142857142857,True,0.1,0.4,False,False,False
nemotron_3_ultra,west,q14,neutral,2,native,forced_answer,False,7,8,3,5,False,False,True,True,589,0,0,13,42638,2011,15360,0.0304092,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07692307692307693,0,0.0,12,0.9230769230769231,True,0.0,0.2,False,False,False
gpt_oss_120b,west,q15,neutral,2,native,answered,False,6,5,2,3,False,False,True,False,799,0,0,0,20722,1886,8204,0.0042399,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.2,0.6,False,False,False
kimi_k3,china,q14,neutral,2,native,forced_answer,False,3,8,8,0,False,False,True,True,507,0,0,13,11922,1535,325,0.058790999999999996,False,0,0.0,0,0.0,1,0.07692307692307693,1,0.07692307692307693,8,0.6153846153846154,0,0.0,0,0.0,3,0.23076923076923078,True,0.0,0.4,False,False,False
qwen3_8_max,china,q15,neutral,2,native,forced_answer,False,5,8,5,3,False,False,True,True,595,0,0,15,28529,2329,8239,0.071032,False,0,0.0,0,0.0,1,0.06666666666666667,8,0.5333333333333333,2,0.13333333333333333,0,0.0,0,0.0,4,0.26666666666666666,True,0.3,0.7,False,False,False
minimax_m3,china,q15,neutral,2,native,forced_answer,False,4,9,5,3,False,False,True,True,606,0,0,11,19672,1461,3875,0.0076548,False,0,0.0,0,0.0,0,0.0,4,0.36363636363636365,0,0.0,0,0.0,0,0.0,7,0.6363636363636364,True,0.2,0.6,False,False,False
glm_5_3,china,q14,neutral,2,native,forced_answer,False,5,9,6,2,False,False,True,True,607,0,0,11,26335,3875,8774,0.053918999999999995,False,0,0.0,0,0.0,0,0.0,0,0.0,4,0.36363636363636365,1,0.09090909090909091,0,0.0,6,0.5454545454545454,True,0.0,0.3,False,False,False
kimi_k3,china,q15,neutral,2,native,forced_answer,False,4,8,4,4,False,False,True,True,608,0,0,14,20649,1981,3025,0.091662,False,0,0.0,0,0.0,4,0.2857142857142857,4,0.2857142857142857,2,0.14285714285714285,0,0.0,0,0.0,4,0.2857142857142857,True,0.3,0.5,False,False,False
nemotron_3_ultra,west,q15,neutral,2,native,forced_answer,False,9,8,4,4,False,False,True,True,592,0,0,0,53326,1841,12288,0.036414,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.2,0.4,False,False,False
nemotron_lightning_3_5,west,q15,neutral,2,native,forced_answer,False,9,8,2,6,False,False,True,True,535,0,0,0,46178,3036,30194,0.0029161,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.2,0.4,False,False,False
minimax_m3,china,q16,china,2,native,forced_answer,False,5,8,4,4,False,False,True,True,580,0,0,8,20182,1538,8259,0.0079002,False,0,0.0,0,0.0,4,0.5,1,0.125,0,0.0,1,0.125,0,0.0,2,0.25,True,0.2,0.5,False,False,False
glm_5_3,china,q15,neutral,2,native,forced_answer,False,5,8,6,2,False,False,True,True,595,0,0,15,17297,1877,5899,0.03247459999999999,False,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,5,0.3333333333333333,0,0.0,0,0.0,9,0.6,True,0.3,0.5,False,False,False
deepseek_v4_pro,china,q16,china,2,native,answered,False,3,5,4,1,False,False,True,False,595,0,0,10,9926,2008,2920,0.021054000000000003,False,1,0.1,0,0.0,4,0.4,1,0.1,1,0.1,0,0.0,0,0.0,3,0.3,True,0.3,0.6,False,False,False
nemotron_3_ultra,west,q16,china,2,native,forced_answer,False,9,8,5,3,False,False,True,True,449,0,0,0,36464,2185,14336,0.027122399999999998,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.3,0.8,False,False,False
nemotron_lightning_3_5,west,q16,china,2,native,forced_answer,False,9,8,3,5,False,False,True,True,631,0,0,0,37555,2389,20482,0.0023555500000000005,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.3,0.8,False,False,False
gpt_oss_120b,west,q16,china,2,native,forced_answer,False,9,8,4,4,False,False,True,True,919,0,0,0,27122,2312,17109,0.0054555,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.2,0.6,False,False,False
deepseek_v4_pro,china,q17,china,2,native,answered,False,4,5,4,1,False,False,True,False,697,0,0,13,13755,1747,7793,0.02507472,False,0,0.0,0,0.0,2,0.15384615384615385,1,0.07692307692307693,1,0.07692307692307693,2,0.15384615384615385,4,0.3076923076923077,3,0.23076923076923078,True,0.1,0.6,False,False,False
qwen3_8_max,china,q16,china,2,native,forced_answer,False,5,8,7,1,False,False,True,True,552,0,0,13,21919,2624,7436,0.059582,False,2,0.15384615384615385,0,0.0,3,0.23076923076923078,4,0.3076923076923077,1,0.07692307692307693,0,0.0,0,0.0,3,0.23076923076923078,True,0.0,0.6,False,False,False
kimi_k3,china,q16,china,2,native,forced_answer,False,3,8,6,2,False,False,True,True,643,0,0,15,13303,2185,0,0.072684,False,2,0.13333333333333333,0,0.0,5,0.3333333333333333,0,0.0,0,0.0,1,0.06666666666666667,0,0.0,7,0.4666666666666667,True,0.2,0.7,False,False,False
minimax_m3,china,q17,china,2,native,forced_answer,False,5,8,4,4,False,False,True,True,592,2,0,11,19206,1617,7560,0.007702199999999999,False,0,0.0,0,0.0,2,0.18181818181818182,0,0.0,1,0.09090909090909091,4,0.36363636363636365,3,0.2727272727272727,1,0.09090909090909091,True,0.2,0.7,False,False,False
qwen3_8_max,china,q17,china,2,native,forced_answer,False,5,8,4,4,False,False,True,True,599,0,0,9,17970,3571,7017,0.057366,False,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,0,0.0,1,0.1111111111111111,0,0.0,7,0.7777777777777778,True,0.1,0.9,False,False,False
deepseek_v4_pro,china,q18,control,2,native,answered,False,4,7,2,5,False,False,True,False,574,0,3,9,19018,1550,8674,0.031241759999999997,False,0,0.0,0,0.0,0,0.0,7,0.7777777777777778,0,0.0,0,0.0,0,0.0,2,0.2222222222222222,True,0.4,0.8,False,False,False
nemotron_lightning_3_5,west,q17,china,2,native,forced_answer,False,9,8,5,3,False,False,True,True,762,1,0,6,43240,3337,27384,0.0028294,False,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,4,0.6666666666666666,0,0.0,1,0.16666666666666666,True,0.0,0.5,False,False,False
gpt_oss_120b,west,q17,china,2,native,forced_answer,False,9,8,5,3,False,False,True,True,1138,0,0,5,35697,2356,22916,0.00676815,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,3,0.6,True,0.1,0.6,False,False,False
nemotron_3_ultra,west,q17,china,2,native,forced_answer,False,9,8,4,4,False,False,True,True,610,0,1,6,39268,2025,14336,0.0284208,False,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,1,0.16666666666666666,2,0.3333333333333333,2,0.3333333333333333,0,0.0,True,0.3,0.6,False,False,False
glm_5_3,china,q16,china,2,native,forced_answer,False,5,8,7,1,False,False,True,True,660,0,0,18,21367,3494,6606,0.045287400000000005,False,4,0.2222222222222222,0,0.0,3,0.16666666666666666,2,0.1111111111111111,0,0.0,1,0.05555555555555555,0,0.0,8,0.4444444444444444,True,0.1,0.5,False,False,False
kimi_k3,china,q18,control,2,native,forced_answer,False,5,9,3,5,False,False,True,True,586,0,2,11,28367,2646,9582,0.124791,False,0,0.0,0,0.0,2,0.18181818181818182,8,0.7272727272727273,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,True,0.6,0.9,False,False,False
nemotron_lightning_3_5,west,q18,control,2,native,answered,False,6,5,1,4,False,False,True,False,779,0,7,0,25389,2140,11121,0.00169745,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.4,0.9,False,False,False
gpt_oss_120b,west,q18,control,2,native,forced_answer,False,9,8,2,6,False,False,True,True,753,0,3,0,62263,2155,27842,0.01063245,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.3,0.7,False,False,False
glm_5_3,china,q17,china,2,native,forced_answer,False,5,8,6,2,False,False,True,True,533,0,0,12,20312,2132,6054,0.0378176,False,1,0.08333333333333333,0,0.0,4,0.3333333333333333,3,0.25,1,0.08333333333333333,1,0.08333333333333333,0,0.0,2,0.16666666666666666,True,0.2,0.8,False,False,False
kimi_k3,china,q17,china,2,native,forced_answer,False,3,10,8,0,False,False,True,True,500,2,0,13,13316,3144,0,0.087108,False,1,0.07692307692307693,0,0.0,4,0.3076923076923077,2,0.15384615384615385,1,0.07692307692307693,4,0.3076923076923077,0,0.0,1,0.07692307692307693,True,0.2,0.4,False,False,False
qwen3_8_max,china,q18,control,2,native,forced_answer,False,5,8,6,2,False,False,True,True,568,0,3,14,24479,3577,8098,0.07042,False,0,0.0,0,0.0,1,0.07142857142857142,10,0.7142857142857143,0,0.0,0,0.0,0,0.0,3,0.21428571428571427,True,0.3,0.8,False,False,False
minimax_m3,china,q18,control,2,native,forced_answer,False,3,8,6,2,False,False,True,True,641,0,3,12,12194,1776,1155,0.0057894,False,0,0.0,0,0.0,2,0.16666666666666666,4,0.3333333333333333,1,0.08333333333333333,0,0.0,0,0.0,5,0.4166666666666667,True,0.2,0.7,False,False,False
glm_5_3,china,q18,control,2,native,forced_answer,False,5,8,4,4,False,False,True,True,613,0,3,13,21418,2029,6093,0.0389128,False,0,0.0,0,0.0,1,0.07692307692307693,12,0.9230769230769231,0,0.0,0,0.0,0,0.0,0,0.0,True,0.5,0.9,False,False,False
nemotron_3_ultra,west,q18,control,2,native,forced_answer,False,9,8,4,4,False,False,True,True,617,0,5,9,52490,2209,18432,0.0367956,False,0,0.0,0,0.0,3,0.3333333333333333,6,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,True,0.5,1.0,False,False,False
nemotron_lightning_3_5,west,q19,neutral,2,native,answered,False,7,6,2,4,False,False,True,False,699,0,0,8,25029,1962,10243,0.00164385,False,0,0.0,0,0.0,0,0.0,3,0.375,0,0.0,0,0.0,0,0.0,5,0.625,True,0.0,0.3,False,False,False
deepseek_v4_pro,china,q19,neutral,2,native,forced_answer,False,5,8,4,4,False,False,True,True,614,0,0,11,16406,2136,6555,0.030114480000000002,False,0,0.0,0,0.0,2,0.18181818181818182,1,0.09090909090909091,1,0.09090909090909091,2,0.18181818181818182,0,0.0,5,0.45454545454545453,True,0.1,0.7,False,False,False
qwen3_8_max,china,q19,neutral,2,native,forced_answer,False,5,8,5,3,False,False,True,True,525,0,0,11,21635,2223,6300,0.056608000000000006,False,0,0.0,0,0.0,2,0.18181818181818182,5,0.45454545454545453,0,0.0,0,0.0,0,0.0,4,0.36363636363636365,True,0.2,0.7,False,False,False
nemotron_3_ultra,west,q19,neutral,2,native,forced_answer,False,9,8,4,4,False,False,True,True,494,0,0,5,36491,1757,9216,0.0261114,False,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,3,0.6,True,0.0,0.3,False,False,False
gpt_oss_120b,west,q19,neutral,2,native,forced_answer,False,9,8,4,4,False,False,True,True,946,0,0,0,55456,2223,33503,0.0096522,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.4,False,False,False
kimi_k3,china,q19,neutral,2,native,forced_answer,False,5,8,6,2,False,False,True,True,538,0,0,14,21260,1612,6428,0.08796000000000001,False,0,0.0,0,0.0,0,0.0,5,0.35714285714285715,3,0.21428571428571427,1,0.07142857142857142,0,0.0,5,0.35714285714285715,True,0.3,0.9,False,False,False
deepseek_v4_pro,china,q20,neutral,2,native,forced_answer,False,4,8,4,4,False,False,True,True,614,0,0,12,23466,2048,2148,0.0390852,False,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,0,0.0,0,0.0,11,0.9166666666666666,True,0.4,0.6,False,False,False
minimax_m3,china,q19,neutral,2,native,forced_answer,False,4,8,7,1,False,False,True,True,585,0,0,10,16123,1547,2873,0.006693299999999999,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,9,0.9,True,0.2,0.5,False,False,False
gpt_oss_120b,west,q20,neutral,2,native,forced_answer,False,9,8,3,5,False,False,True,True,900,0,0,0,33812,2203,20761,0.0063936,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.0,0.7,False,False,False
glm_5_3,china,q19,neutral,2,native,forced_answer,False,5,8,7,1,False,False,True,True,643,0,0,17,17231,3605,5925,0.0399854,False,0,0.0,0,0.0,2,0.11764705882352941,2,0.11764705882352941,4,0.23529411764705882,0,0.0,0,0.0,9,0.5294117647058824,True,0.2,0.6,False,False,False
minimax_m3,china,q20,neutral,2,native,forced_answer,False,5,9,5,3,False,False,True,True,542,0,0,11,16712,1391,5835,0.006682799999999999,False,0,0.0,0,0.0,1,0.09090909090909091,0,0.0,1,0.09090909090909091,0,0.0,0,0.0,9,0.8181818181818182,True,0.1,0.7,False,False,False
nemotron_3_ultra,west,q20,neutral,2,native,forced_answer,False,9,8,5,3,False,False,True,True,443,0,0,8,32273,1521,12288,0.0230142,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,True,0.1,0.5,False,False,False
nemotron_lightning_3_5,west,q20,neutral,2,native,forced_answer,False,9,8,3,5,False,False,True,True,688,0,0,8,53541,4875,31870,0.0036520500000000004,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,True,0.2,0.6,False,False,False
qwen3_8_max,china,q20,neutral,2,native,forced_answer,False,5,8,7,1,False,False,True,True,552,0,0,13,23946,2678,7363,0.06396,False,0,0.0,0,0.0,0,0.0,0,0.0,2,0.15384615384615385,0,0.0,0,0.0,11,0.8461538461538461,True,0.4,0.8,False,False,False
glm_5_3,china,q20,neutral,2,native,forced_answer,False,5,8,7,1,False,False,True,True,648,0,0,14,21498,3219,6622,0.0442608,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,True,0.3,0.7,False,False,False
deepseek_v4_pro,china,q01,china,3,native,forced_answer,False,3,8,4,4,False,False,True,True,495,0,0,10,15805,1640,428,0.027357,False,0,0.0,0,0.0,0,0.0,3,0.3,2,0.2,0,0.0,0,0.0,5,0.5,True,0.2,0.4,False,False,False
nemotron_lightning_3_5,west,q01,china,3,native,answered,False,8,7,2,5,False,False,True,False,617,0,0,6,36451,1903,26368,0.00220315,False,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,5,0.8333333333333334,True,0.2,0.4,False,False,False
gpt_oss_120b,west,q01,china,3,native,forced_answer,False,9,8,3,5,False,False,True,True,894,1,0,0,33256,2040,18528,0.0062124,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.6,False,False,False
qwen3_8_max,china,q01,china,3,native,forced_answer,False,5,8,7,1,False,False,True,True,581,0,0,14,21816,2347,7391,0.057714,False,0,0.0,0,0.0,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142,9,0.6428571428571429,True,0.2,0.4,False,False,False
minimax_m3,china,q01,china,3,native,forced_answer,False,4,9,6,2,False,False,True,True,542,0,0,10,15837,1689,4392,0.0067779,False,0,0.0,0,0.0,3,0.3,0,0.0,3,0.3,1,0.1,0,0.0,3,0.3,True,0.2,0.6,False,False,False
nemotron_3_ultra,west,q01,china,3,native,forced_answer,False,9,8,5,3,False,False,True,True,714,0,0,10,56240,2193,25600,0.039007200000000006,False,0,0.0,0,0.0,3,0.3,0,0.0,0,0.0,0,0.0,4,0.4,3,0.3,True,0.1,0.4,False,False,False
glm_5_3,china,q01,china,3,native,forced_answer,False,5,8,7,1,False,False,True,True,573,0,0,12,20638,1978,6652,0.0375964,False,0,0.0,0,0.0,2,0.16666666666666666,2,0.16666666666666666,0,0.0,2,0.16666666666666666,0,0.0,6,0.5,True,0.3,0.6,False,False,False
deepseek_v4_pro,china,q02,china,3,native,forced_answer,False,4,8,2,6,False,False,True,True,666,0,11,14,17787,2560,2441,0.033616440000000004,False,0,0.0,0,0.0,3,0.21428571428571427,1,0.07142857142857142,1,0.07142857142857142,3,0.21428571428571427,5,0.35714285714285715,1,0.07142857142857142,True,0.0,0.6,False,False,False
qwen3_8_max,china,q02,china,3,native,forced_answer,False,5,8,5,3,False,False,True,True,581,0,8,17,32999,2455,9433,0.080728,False,2,0.11764705882352941,0,0.0,5,0.29411764705882354,2,0.11764705882352941,0,0.0,2,0.11764705882352941,4,0.23529411764705882,2,0.11764705882352941,True,0.2,0.5,False,False,False
